"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Lou Fusz Evansville",KNAG64J75T5502054,2026,Kia,K5,"GT-Line AWD",,E2672122,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j75t5502054/
"Lou Fusz Evansville",KNAG64J77T5489162,2026,Kia,K5,"GT-Line FWD",,E2672115,2026-05-21,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-fwd-fwd-4d-sedan-knag64j77t5489162/
"Lou Fusz Evansville",KNAG64J77T5492918,2026,Kia,K5,"GT-Line AWD",,E2672114,2026-05-21,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j77t5492918/
"Lou Fusz Evansville",KNAG64J78T5502551,2026,Kia,K5,"GT-Line AWD",,E2672118,2026-05-23,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j78t5502551/
"Lou Fusz Evansville",KNAG64J79T5500968,2026,Kia,K5,"GT-Line AWD",,E2672120,2026-05-23,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j79t5500968/
"Lou Fusz Evansville",3KPFU5DE5TE348535,2026,Kia,K4,GT-Line,,E2686006,2026-05-29,https://www.fuszevansville.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-hatchback-3kpfu5de5te348535/
"Lou Fusz Evansville",KNAG64J7XT5502387,2026,Kia,K5,"GT-Line AWD",,E2672121,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j7xt5502387/
"Lou Fusz Evansville",KNDPVDDG0T7405074,2026,Kia,"Sportage Hybrid",EX,,E2676061,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-hybrid-ex-awd-4d-sport-utility-kndpvddg0t7405074/
"Lou Fusz Evansville",KNDCP3LE2T5375803,2026,Kia,Niro,LX,,E2673008,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-niro-lx-fwd-4d-sport-utility-kndcp3le2t5375803/
"Lou Fusz Evansville",KNAG64J7XT5503099,2026,Kia,K5,"GT-Line AWD",,E2672124,2026-05-26,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j7xt5503099/
