"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Terre Haute KIA",KNDNE5K32V6655924,2027,Kia,"Carnival MPV","SX Prestige","At Dealership",P3858,2026-08-14,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-carnival-mpv-sx-prestige-fwd-minivan-kndne5k32v6655924/
"Terre Haute KIA",5XYRHDJF5TG464605,2026,Kia,Sorento,"X-Line EX AWD","At Dealership",P3821,2026-07-28,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sorento-x-line-ex-awd-awd-4dr-sport-utility-5xyrhdjf5tg464605/
"Terre Haute KIA",5XYC3DJC2TG018504,2026,Kia,EV6,LIGHT,"At Dealership",P3833,2026-07-30,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-ev6-light-awd-5dr-sport-utility-5xyc3djc2tg018504/
"Terre Haute KIA",5XYK5CDF5TG466645,2026,Kia,Sportage,"SX Prestige","At Dealership",P3834,2026-07-30,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sportage-sx-prestige-awd-4dr-sport-utility-5xyk5cdf5tg466645/
"Terre Haute KIA",KNDELCD38V5009672,2027,Kia,Seltos,S,"At Dealership",P3863,2026-08-14,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-seltos-s-awd-5dr-sport-utility-kndelcd38v5009672/
"Terre Haute KIA",5XYPLESA3VG041216,2027,Kia,"Telluride Hybrid","X-LINE SX PRESTIGE","At Dealership",P3835,2026-07-30,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-x-line-sx-prestige-awd-5dr-sport-utility-5xyplesa3vg041216/
"Terre Haute KIA",5XYPLESA6VG042067,2027,Kia,"Telluride Hybrid",SX-PRESTIGE,"At Dealership",P3837,2026-07-30,https://www.loufuszkiaterrehaute.com/inventory/new-2027-kia-telluride-hybrid-sx-prestige-awd-5dr-sport-utility-5xyplesa6vg042067/
"Terre Haute KIA",3KPFW4DE6TE373125,2026,Kia,K4,GT-Line,"At Dealership",P3830,2026-07-30,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4-door-sedan-3kpfw4de6te373125/
"Terre Haute KIA",3KPFW4DE9TE393854,2026,Kia,K4,GT-Line,"At Dealership",P3879,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-sedan-3kpfw4de9te393854/
"Terre Haute KIA",3KPFW4DE9TE395099,2026,Kia,K4,GT-Line,"At Dealership",P3880,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-sedan-3kpfw4de9te395099/
"Terre Haute KIA",3KPFW4DE6TE395903,2026,Kia,K4,GT-Line,"At Dealership",P3886,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-sedan-3kpfw4de6te395903/
"Terre Haute KIA",3KPFT4DE1TE395624,2026,Kia,K4,,"At Dealership",P3881,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-fwd-4d-sedan-3kpft4de1te395624/
"Terre Haute KIA",5XYRLDJC5TG488228,2026,Kia,Sorento,S,"At Dealership",P3847,2026-08-04,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sorento-s-awd-4dr-sport-utility-5xyrldjc5tg488228/
"Terre Haute KIA",5XYRLDJCXTG488354,2026,Kia,Sorento,S,"At Dealership",P3846,2026-08-04,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sorento-s-awd-4dr-sport-utility-5xyrldjcxtg488354/
"Terre Haute KIA",5XYK3CDF6TG469012,2026,Kia,Sportage,EX,"At Dealership",P3845,2026-08-04,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-sportage-ex-awd-4dr-sport-utility-5xyk3cdf6tg469012/
"Terre Haute KIA",3KPFT4DE5TE379930,2026,Kia,K4,LX,"At Dealership",P3844,2026-08-04,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-lx-fwd-4-door-sedan-3kpft4de5te379930/
"Terre Haute KIA",3KPFT4DE7TE397748,2026,Kia,K4,,"At Dealership",P3883,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-fwd-4d-sedan-3kpft4de7te397748/
"Terre Haute KIA",3KPFW4DE0TE397355,2026,Kia,K4,GT-Line,"At Dealership",P3885,2026-08-20,https://www.loufuszkiaterrehaute.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-sedan-3kpfw4de0te397355/
